date,classification,closed_pnl,size_usd,size_tokens,trade_volume
2023-03-28,greed,0.0,159.0,0.08376666666666666,905394.256
2023-11-14,greed,0.1488070401913875,11057.8275215311,2566.212438430622,217076205588.70712
2024-03-09,extreme greed,25.418772159436944,5660.265764148233,48736.4433226185,537184974149.85913
2024-07-03,neutral,22.289016860151644,3067.008473743331,1972.4971293961642,140057106977.78262
2024-10-27,greed,90.53509983306367,2950.630590990377,2223.1577877215627,3045602311699.398
2025-02-19,fear,50.05210849157695,5260.449375686357,3071.79849464994,30670815993144.527
